pays,année,espérance de vie,niveau d’éducation,pib/hab,idh calculé,chômage
Moldova,2005,68.197,,1034.39197746993,,5.633
Moldova,2010,69.876,31.6700000762939,2436.79935102421,0.489,2.937
Moldova,2015,70.118,33.0699996948242,2749.55137054338,0.504,1.742
Moldova,2020,69.914,34.2599983215332,4375.7788930524,0.532,1.186
Monaco,2000,82.121,,81789.0206522549,,
Monaco,2005,84.34,,130538.742587117,,
Monaco,2010,84.644,,161853.920622244,,
Monaco,2015,85.323,,170437.101188261,,
Monaco,2020,86.089,53.0673828125,176891.886538492,0.848,
Mongolia,2000,63.2104878048781,,476.02755082717,,5.993
Mongolia,2005,65.2807317073171,,994.90010913241,,7.017
Mongolia,2010,68.5056097560976,,2625.21881402433,,6.549
Mongolia,2015,70.810243902439,29.1100387573242,3838.92126989984,0.501,4.861
Mongolia,2020,71.3490243902439,34.1500015258789,4001.25193077703,0.532,6.594
Montenegro,2000,73.3968048780488,,1627.06511911987,,30.609
Montenegro,2005,73.9829268292683,15.4399995803833,3674.6179242797,0.412,30.31
Montenegro,2010,75.990243902439,15.4399995803833,6688.40259641346,0.439,19.649
Montenegro,2015,76.6024390243903,21.7173919677734,6517.19267514764,0.492,17.555
Montenegro,2020,75.9317073170732,23.6662845611572,7677.37132106817,0.511,17.878
Morocco,2000,66.794,,1499.107421875,,13.58
Morocco,2005,68.748,,2242.98828125,,11.01
Morocco,2010,70.821,,3067.9853515625,,9.09
Morocco,2015,72.894,3.71443510055542,3146.24780273438,0.251,9.46
Morocco,2020,73.133,3.71443510055542,3268.0302734375,0.252,11.223
Mozambique,2000,49.476,,327.12623979157,,2.833
Mozambique,2005,52.322,,436.773856167384,,3.037
Mozambique,2010,55.04,1.5,496.185839392659,0.125,3.261
Mozambique,2015,58.711,1.80999994277954,610.563774706589,0.143,3.426
Mozambique,2020,61.39,5.05000019073486,462.433876479921,0.195,3.921
Myanmar,2000,60.357,,196.619580625284,,0.717
Myanmar,2005,61.72,,252.685193060728,,0.676
Myanmar,2010,63.479,,1010.53417343401,,0.727
Myanmar,2015,65.288,0.17549841105938,1166.73305546288,0.077,0.766
Myanmar,2020,66.612,28.9057941436768,1490.21683548367,0.439,1.476
Namibia,2000,52.946,,2156.67590512714,,20.3
Namibia,2005,52.557,2.29999995231628,3685.77299991587,0.184,22.107
Namibia,2010,56.093,8.25161838531494,5418.21633365814,0.302,22.12
Namibia,2015,60.008,7.227850794792175,4774.10650865775,0.296,20.808
Namibia,2020,64.071,10.464760243892687,3878.58982993966,0.34,21.004
Nauru,2000,59.574,,2648.60152860938,,
Nauru,2005,59.361,,2992.40382776926,,
Nauru,2010,60.074,,4735.92000502092,,
Nauru,2015,60.897,1.8216769695282,7703.43149943923,0.196,
Nauru,2020,61.527,1.8216769695282,10695.6993301601,0.202,
Nepal,2000,62.642,,223.830289183078,,10.551
Nepal,2005,65.275,,309.024168339372,,10.617
Nepal,2010,66.772,,585.278491984574,,10.554
Nepal,2015,67.374,4.55999994277954,875.543635474862,0.222,10.644
Nepal,2020,69.106,5.189411878585815,1154.21517578318,0.244,12.975
Netherlands,2000,77.9878048780488,,26225.1697734149,,2.725
Netherlands,2005,79.3463414634146,26.1299991607666,42165.396168388,0.602,5.872
Netherlands,2010,80.7024390243902,28.8199996948242,51305.7338533973,0.633,4.991
Netherlands,2015,81.509756097561,30.9599990844727,45793.8135434697,0.647,6.872
Netherlands,2020,81.3585365853659,36.7200012207031,53467.9277413737,0.69,3.82
New Caledonia,2000,73.574,,15329.7297200058,,17.984
New Caledonia,2005,74.867,,25528.2918353444,,15.769
New Caledonia,2010,75.992,,35798.9084757829,,13.95
New Caledonia,2015,77.206,0.0,30858.7237060533,0.0,13.637
New Caledonia,2020,77.049,0.0,33270.330597637,0.0,13.558
New Zealand,2000,78.6365853658537,,13641.1027183822,,6.13
New Zealand,2005,79.8512195121951,24.6599998474121,27751.0654708859,0.578,3.807
New Zealand,2010,80.9048780487805,27.4449996948242,33676.7741239925,0.609,6.557
New Zealand,2015,81.6124390243903,30.25,38639.3501941427,0.637,5.415
New Zealand,2020,82.2560975609756,36.6399993896484,41785.6922905898,0.684,4.595
Nicaragua,2000,66.36,,1017.3124434882,,7.162
Nicaragua,2005,70.374,,1183.30217305152,,5.37
Nicaragua,2010,71.761,,1526.56185349171,,7.83
Nicaragua,2015,72.899,9.3018627166748,2074.45446460028,0.326,4.7
Nicaragua,2020,70.766,9.3018627166748,1931.61515811642,0.319,6.201
Niger,2000,49.172,,194.771959898935,,1.431
Niger,2005,53.32,,318.643121918273,,3.1
Niger,2010,57.08,,474.425692340831,,0.722
Niger,2015,58.85,1.403420090675357,485.662574175279,0.126,0.553
Niger,2020,59.89,1.3704967498779288,579.512495758236,0.131,0.594
Nigeria,2000,47.143,,547.318298903379,,3.963
Nigeria,2005,49.538,,1211.37703504386,,3.734
Nigeria,2010,51.315,17.3500003814697,2202.25672957344,0.339,3.746
Nigeria,2015,51.939,17.3500003814697,2585.73360671797,0.347,4.135
Nigeria,2020,53.072,15.845999081929534,2019.65706326224,0.332,5.742
North America,2000,76.8850332429286,,35151.3741865271,,4.27316817166147
North America,2005,77.7462382909607,,43368.5717044575,,5.25750859640354
North America,2010,78.8169956868836,,48553.0160737571,,9.47756352715347
North America,2015,79.0045714171547,,55702.089462785,,5.46118094681104
North America,2020,77.449874465938,,62271.1969150653,,8.23062385811362
North Macedonia,2000,72.9463414634147,,1861.89899780644,,32.2
North Macedonia,2005,73.6975609756098,,3120.98401394233,,37.32
North Macedonia,2010,74.9975609756098,14.9238538742065,4833.36586759968,0.42,33.135
North Macedonia,2015,75.4024390243902,18.147481918335,5262.68671928674,0.452,26.395
North Macedonia,2020,74.3951219512195,21.9599990844727,6659.59651070776,0.488,16.575
Northern Mariana Islands,2000,74.9,,,,
Northern Mariana Islands,2005,77.307,,17015.7487891715,,
Northern Mariana Islands,2010,77.8,,14771.4037455399,,
Northern Mariana Islands,2015,77.36,,17665.1007493109,,
Northern Mariana Islands,2020,78.03,,18220.8382427201,,
Norway,2000,78.6341463414634,,38178.2368777076,,3.458
Norway,2005,80.0414634146342,27.5799999237061,67047.1704558264,0.63,4.381
Norway,2010,80.9975609756098,31.1800003051758,88163.2085931423,0.669,3.527
Norway,2015,82.3048780487805,36.5200004577637,74809.9658049898,0.705,4.296
Norway,2020,83.209756097561,42.6541557312012,68340.0181033702,0.742,4.424
Not classified,2000,,,,,
Not classified,2005,,,,,
Not classified,2010,,,,,
Not classified,2015,,,,,
Not classified,2020,,,,,
OECD members,2000,76.8195165967813,,23025.500703002,,6.71539711222802
OECD members,2005,77.9535395887757,,30239.7438405322,,6.82968364557043
OECD members,2010,79.0460669603912,,35124.6030348471,,8.51487821300464
OECD members,2015,79.7638209842211,,35784.8705175556,,6.85865110620312
OECD members,2020,78.9574582347209,,38686.327403326,,7.14864258016648
Oman,2000,73.643,,9753.84755185404,,4.331
Oman,2005,75.07,9.32999992370605,14434.8577924647,0.39,4.626
Oman,2010,77.184,11.679999828338625,23570.1798147325,0.439,3.935
Oman,2015,79.346,11.679999828338625,18808.3077921839,0.439,3.401
Oman,2020,77.763,23.1200008392334,16784.8630630058,0.542,2.94
Other small states,2000,66.9421080313107,,5414.34177228679,,10.2914019994802
Other small states,2005,68.2273072903403,,8975.37397552563,,9.56012689913527
Other small states,2010,70.4651071944113,,11292.7690040419,,9.78556236852925
Other small states,2015,72.406535856779,,11735.6880833152,,8.78523372997352
Other small states,2020,73.1628849294383,,13071.2236222876,,8.82670669777015
Pacific island small states,2000,66.8914832838297,,1688.38767317609,,4.41758167634957
Pacific island small states,2005,67.2332794133166,,2494.43644460592,,3.84431242747139
Pacific island small states,2010,67.9059171883101,,2903.74318440817,,3.50620034965321
Pacific island small states,2015,68.1166096033138,,3710.01234754574,,3.38209145071285
Pacific island small states,2020,68.3568108792759,,3666.59898132535,,3.1793712771022
Pakistan,2000,61.903,,642.338346499898,,0.634
Pakistan,2005,62.416,,827.619861189926,,0.585
Pakistan,2010,64.378,,987.304571124485,,0.653
Pakistan,2015,65.641,8.06536197662354,1380.47020838317,0.282,3.566
Pakistan,2020,65.701,12.123320102691672,1278.39735206896,0.32,6.127
Palau,2000,64.499,,7797.25727395975,,
Palau,2005,66.219,,9639.65891316414,,
Palau,2010,68.347,,10229.0878451837,,
Palau,2015,69.07,40.32977104187015,15690.7586522228,0.615,
Palau,2020,68.689,30.6633911132812,14556.5896891862,0.557,
Panama,2000,73.443,10.4499998092651,3975.09308659503,0.363,6.264
Panama,2005,75.16,10.4499998092651,5017.7410922824,0.374,6.002
Panama,2010,76.417,21.3600006103516,8331.46421351868,0.498,5.845
Panama,2015,77.583,18.344891548156752,14082.6548502728,0.495,4.335
Panama,2020,76.33,16.6326961517334,13290.5608347594,0.474,14.663
Papua New Guinea,2000,61.609,,635.957919047725,,2.92
Papua New Guinea,2005,61.868,,744.486489977433,,2.387
Papua New Guinea,2010,63.056,,1866.86889851208,,2.002
Papua New Guinea,2015,64.473,,2484.5963398603,,2.503
Papua New Guinea,2020,65.075,,2429.61134586681,,2.883
Paraguay,2000,70.026,,1736.11729210765,,7.61
Paraguay,2005,71.317,4.51000022888184,1970.87169852378,0.252,4.825
Paraguay,2010,72.551,7.436000108718863,4750.96273669322,0.327,4.569
Paraguay,2015,73.454,14.5200004577637,5879.33792308671,0.419,4.556
Paraguay,2020,72.72,15.9300003051758,5365.47220721191,0.427,7.548
Peru,2000,69.821,,1945.41338451698,,4.958
Peru,2005,71.988,16.0599994659424,2706.66947297608,0.4,4.87
Peru,2010,72.886,20.8700008392334,5072.11494019615,0.465,3.6
Peru,2015,75.732,20.8799991607666,6231.71150338894,0.482,3.272
Peru,2020,73.832,21.39499950408935,6133.32552410183,0.479,7.179
Philippines,2000,67.789,8.60999965667725,1050.79272954492,0.282,3.767
Philippines,2005,68.423,8.60999965667725,1220.46018559867,0.289,3.795
Philippines,2010,68.883,26.7900009155273,2162.91375885614,0.454,3.605
Philippines,2015,69.45,26.690000534057603,2909.85818014474,0.469,3.068
Philippines,2020,70.097,34.0,3227.57910235199,0.516,2.522
Poland,2000,73.7487804878049,,4520.64100449111,,14.928
Poland,2005,74.9951219512195,12.3699998855591,8043.92332253757,0.411,17.592
Poland,2010,76.2463414634146,20.3099994659424,12567.7317676382,0.504,9.578
Poland,2015,77.4512195121951,24.4595260620117,12637.5220324406,0.541,7.475
Poland,2020,76.4,28.2399997711182,15987.5753654045,0.573,3.155
Portugal,2000,76.3146341463415,7.28000020980835,11526.3720667968,0.356,3.806
Portugal,2005,78.0707317073171,10.4499998092651,18780.12751241,0.42,7.582
Portugal,2010,79.0268292682927,12.6599998474121,22551.935098809,0.455,10.771
Portugal,2015,81.1243902439025,18.1800003051758,19215.7813014347,0.514,12.447
Portugal,2020,81.3292682926829,22.5499992370605,22299.4044062173,0.558,6.801
Post-demographic dividend,2000,77.3513756471437,,25863.3247780056,,6.53497084664272
Post-demographic dividend,2005,78.4104374723369,,34181.5023075417,,6.40566833882108
Post-demographic dividend,2010,79.6774063636487,,39764.7050814575,,8.34468296803351
Post-demographic dividend,2015,80.441644254144,,40778.3409479148,,6.88732464298699
Post-demographic dividend,2020,80.0635835800272,,44858.1104615819,,6.72608805636322
Pre-demographic dividend,2000,51.7515478288284,,502.708126340942,,5.14246869302464
Pre-demographic dividend,2005,54.3659843800477,,802.800968402786,,4.94170598396397
Pre-demographic dividend,2010,57.1219983597813,,1394.91487442291,,5.09948599044902
Pre-demographic dividend,2015,58.93626650033,,1501.73812551821,,4.93719170079883
Pre-demographic dividend,2020,60.501207001444,,1313.17035996031,,5.96007768628016
Puerto Rico,2000,75.514,25.3299999237061,16192.1269719638,0.55,10.08
Puerto Rico,2005,76.703,20.7800006866455,21959.322696986,0.529,11.35
Puerto Rico,2010,78.717,20.97749996185305,26435.74878578,0.542,16.1
Puerto Rico,2015,80.677,27.772499402364115,29763.4883013861,0.606,12.0
Puerto Rico,2020,80.009,27.02625004450481,31427.4291136799,0.601,8.89
Qatar,2000,75.25,,27535.182940934,,0.87
Qatar,2005,76.909,,53949.6764091147,,0.87
Qatar,2010,79.444,,77387.3267885308,,0.45
Qatar,2015,81.785,17.8108100891113,68985.2946961507,0.551,0.17
Qatar,2020,80.409,27.9772491455078,51683.5054353851,0.626,0.14
Romania,2000,71.1634146341463,,1659.92904910528,,6.969
Romania,2005,71.9121951219512,8.97999954223633,4618.00350802913,0.346,7.174
Romania,2010,73.4585365853659,11.8500003814697,8399.5374234284,0.403,6.959
Romania,2015,74.9121951219512,14.460000038147,8977.01748158196,0.436,6.812
Romania,2020,74.2536585365854,15.4899997711182,13082.3006559554,0.457,5.035
Russian Federation,2000,65.4836585365854,,1771.59411621094,,10.581
Russian Federation,2005,65.529756097561,54.7599983215332,5323.455078125,0.613,7.124
Russian Federation,2010,68.8412195121951,60.0999984741211,10674.990234375,0.683,7.407
Russian Federation,2015,71.1834146341463,49.5508232116699,9277.7138671875,0.644,5.615
Russian Federation,2020,71.3387804878049,47.9516792297363,10108.3271484375,0.642,5.62
Rwanda,2000,47.798,,251.86926386091,,11.731
Rwanda,2005,56.968,,324.016863847189,,11.854
Rwanda,2010,62.804,,593.624927744346,,11.673
Rwanda,2015,65.419,3.46999990940094,733.998585018273,0.194,11.838
Rwanda,2020,66.953,7.45935869216919,778.701538550324,0.256,11.829
Samoa,2000,70.791,,1424.75240002471,,4.734
Samoa,2005,71.487,,2550.04221437511,,5.212
Samoa,2010,71.451,,3524.2479246203,,5.621
Samoa,2015,71.06,7.15040159225464,4084.36083819933,0.316,8.9
Samoa,2020,70.727,10.34242272377012,4099.6600907147,0.356,7.435
San Marino,2000,80.504,,37600.7077379601,,
San Marino,2005,81.926,,59877.8005839737,,
San Marino,2010,83.464,,56543.1898204098,,
San Marino,2015,84.596,,43146.8240435428,,
San Marino,2020,82.65,18.1900005340576,44426.6463400658,0.545,
Sao Tome and Principe,2000,61.207,,529.089383412262,,14.4
Sao Tome and Principe,2005,62.434,,844.169181884274,,16.47
Sao Tome and Principe,2010,63.867,,1045.20958234528,,14.626
Sao Tome and Principe,2015,66.023,,1298.10946596396,,10.594
Sao Tome and Principe,2020,67.979,,2167.22001796925,,9.686
Saudi Arabia,2000,72.607,12.039999961853,11714.5623675159,0.412,4.57
Saudi Arabia,2005,74.4,15.7699999809265,15975.7473782258,0.466,6.051
Saudi Arabia,2010,75.616,15.7699999809265,22028.3790215788,0.479,5.55
Saudi Arabia,2015,77.776,20.3050000667572,22453.571552265,0.528,5.6
Saudi Arabia,2020,77.596,37.9199981689453,23271.4037647084,0.652,7.66
Senegal,2000,57.615,,603.233162455158,,2.668
Senegal,2005,60.98,,979.846101520171,,2.703
Senegal,2010,64.221,0.800000011920929,1275.88357492357,0.128,2.803
Senegal,2015,66.451,2.6800000866254194,1218.00613555438,0.193,6.757
Senegal,2020,67.496,3.3550001482168845,1461.08720350553,0.215,3.437
Serbia,2000,71.5829268292683,,974.725469278615,,12.6
Serbia,2005,72.8341463414634,13.1999998092651,3807.97417321786,0.389,20.85
Serbia,2010,74.3365853658537,15.7200002670288,5970.92660940072,0.433,19.204
Serbia,2015,75.2878048780488,19.9599990844727,5820.3215576888,0.471,17.66
Serbia,2020,74.4780487804878,22.0595359802246,8098.70955668849,0.497,9.011
Seychelles,2000,72.7780487804878,,8063.65500575169,,
Seychelles,2005,72.1317073170732,7.69999980926514,11802.1118276833,0.354,
Seychelles,2010,73.1975609756098,7.69999980926514,10934.79494629,0.355,
Seychelles,2015,74.2951219512195,34.4520378112793,15333.1051727105,0.603,
Seychelles,2020,77.2365853658537,38.7550888061523,14041.4754074575,0.634,
Sierra Leone,2000,44.834,,143.743743239644,,4.08
Sierra Leone,2005,48.306,,462.633324427945,,3.716
Sierra Leone,2010,51.927,,648.129229488008,,4.413
Sierra Leone,2015,55.454,17.13498878479,945.148168480629,0.317,4.606
Sierra Leone,2020,59.694,9.52205753326414,845.313836261458,0.266,3.508
Singapore,2000,77.9512195121951,13.4099998474121,23852.8389514753,0.462,3.7
Singapore,2005,79.990243902439,29.1299991607666,29961.3172812732,0.614,5.59
Singapore,2010,81.5414634146342,36.9700012207031,47236.683084953,0.688,4.12
Singapore,2015,82.7439024390244,42.939998626709,55645.6068614606,0.734,3.79
Singapore,2020,83.5439024390244,48.3199996948242,61466.803676358,0.771,4.1
Sint Maarten (Dutch part),2000,74.409,,,,
Sint Maarten (Dutch part),2005,74.681,,,,
Sint Maarten (Dutch part),2010,74.821,,26403.8143692163,,
Sint Maarten (Dutch part),2015,75.899,,37839.6283815163,,
Sint Maarten (Dutch part),2020,75.002,,30150.8998380477,,
Slovak Republic,2000,73.0512195121951,,5421.6448441887,,18.546
Slovak Republic,2005,73.9048780487805,11.8199996948242,11641.5410321763,0.413,16.276
Slovak Republic,2010,75.1121951219512,0.0,16899.448680529,0.0,14.387
Slovak Republic,2015,76.5634146341463,19.2000007629395,16442.0760860018,0.505,11.492
Slovak Republic,2020,76.8658536585366,23.8291244506836,19735.4858280801,0.55,6.719
Slovenia,2000,75.4121951219512,,10135.7219109212,,6.92
Slovenia,2005,77.6121951219512,18.1299991607666,17969.7095907161,0.501,6.506
Slovenia,2010,79.4219512195122,21.2399997711182,23329.8417691156,0.543,7.236
Slovenia,2015,80.7756097560976,26.1299991607666,20697.2748530619,0.582,8.962
Slovenia,2020,80.5317073170732,30.9513244628906,25392.0651093612,0.622,4.971
Small states,2000,67.1691160525217,,5122.20615403225,,9.7615148817054
Small states,2005,68.2885074568683,,7958.07276035478,,9.14616678684381
Small states,2010,70.1591568060533,,10087.5144699907,,9.32842003022439
Small states,2015,71.6782198099892,,10690.6175098911,,8.57328851446373
Small states,2020,72.2829532662199,,11381.557900564,,8.76921579076571
Solomon Islands,2000,67.116,,953.17190137706,,2.45
Solomon Islands,2005,67.79,,1144.45758513252,,1.885
Solomon Islands,2010,68.669,,1685.15499035363,,1.617
Solomon Islands,2015,69.323,16.0089797973633,2045.47889485251,0.381,0.735
Solomon Islands,2020,69.258,16.0089797973633,2063.33101522108,0.381,0.864
Somalia,2000,50.747,,386.119274401275,,18.98
Somalia,2005,50.894,,439.979907805478,,18.997
Somalia,2010,48.9,,219.202453852397,,19.031
Somalia,2015,55.056,,445.583078625015,,18.597
Somalia,2020,57.095,,518.184778494176,,19.413
South Africa,2000,58.368,,3217.84693448467,,22.714
South Africa,2005,53.914,4.19000005722046,5836.87663325127,0.238,22.461
South Africa,2010,58.886,6.19000005722046,7973.47195771517,0.29,24.683
South Africa,2015,64.053,7.82000017166138,6112.27382485974,0.321,25.149
South Africa,2020,65.15,13.7931442260742,5580.60383075189,0.388,29.217
South Asia,2000,62.5936893511612,,458.634746392476,,6.65606873614265
South Asia,2005,64.7149306051818,,695.545787626643,,6.66134422417235
South Asia,2010,66.8856930675297,,1245.0854967509,,6.5289507030534
South Asia,2015,68.9038741569933,,1528.46685971348,,6.90755040475197
South Asia,2020,69.6005740994618,,1843.19527438293,,7.50644145337956
South Asia (IDA & IBRD),2000,62.5936893511612,,458.634746392476,,6.65606873614265
South Asia (IDA & IBRD),2005,64.7149306051818,,695.545787626643,,6.66134422417235
South Asia (IDA & IBRD),2010,66.8856930675297,,1245.0854967509,,6.5289507030534
South Asia (IDA & IBRD),2015,68.9038741569933,,1528.46685971348,,6.90755040475197
South Asia (IDA & IBRD),2020,69.6005740994618,,1843.19527438293,,7.50644145337956
South Sudan,2000,47.591,,,,12.325
South Sudan,2005,53.965,,,,12.266
South Sudan,2010,57.485,10.25,1498.27034985194,0.289,12.503
South Sudan,2015,39.757,10.25,1080.14718624765,0.224,12.485
South Sudan,2020,57.648,10.25,1080.14718624765,0.277,14.319
Spain,2000,78.9658536585366,,14743.2671031455,,13.785
Spain,2005,80.1707317073171,23.2999992370605,26450.9530130382,0.566,9.146
Spain,2010,81.6268292682927,25.6700000762939,30658.7422282912,0.595,19.86
Spain,2015,82.8317073170732,29.2900009155273,25969.8383138327,0.62,22.057
Spain,2020,82.2317073170732,33.439998626709,27230.3599933583,0.647,15.532
Sri Lanka,2000,71.179,,846.460813304966,,7.74
Sri Lanka,2005,73.073,35.2999992370605,1207.21994764165,0.477,7.67
Sri Lanka,2010,74.463,2.74387383460999,2808.36779237408,0.226,4.784
Sri Lanka,2015,75.99,3.7846667766571,4060.13139670248,0.263,4.519
Sri Lanka,2020,76.928,4.82000017166138,3846.17449566736,0.286,5.364
St. Kitts and Nevis,2000,69.249,,9319.65545093525,,
St. Kitts and Nevis,2005,71.151,,11783.7867154145,,
St. Kitts and Nevis,2010,71.452,,16622.9457908577,,
St. Kitts and Nevis,2015,71.211,,20328.8003530109,,
St. Kitts and Nevis,2020,71.181,,18859.0190361046,,
St. Lucia,2000,70.779,,5879.56191426207,,16.49
St. Lucia,2005,72.544,,6863.43641919345,,18.7
St. Lucia,2010,72.768,4.44999980926514,8673.68720340529,0.29,17.12
St. Lucia,2015,72.932,7.34499979019167,10334.9225558425,0.347,20.858
St. Lucia,2020,72.308,16.4975547790527,8411.19941821204,0.446,25.224
St. Martin (French part),2000,76.793,,,,
St. Martin (French part),2005,77.802,,,,
St. Martin (French part),2010,78.752,,,,
St. Martin (French part),2015,79.829,,20784.67635300685,,
St. Martin (French part),2020,80.085,,19908.87065824788,,
St. Vincent and the Grenadines,2000,70.35,,3768.95536604022,,20.794
St. Vincent and the Grenadines,2005,70.454,,5157.39373878102,,19.449
St. Vincent and the Grenadines,2010,70.66,,6551.96835992405,,19.966
St. Vincent and the Grenadines,2015,70.463,,7353.73556054184,,19.141
St. Vincent and the Grenadines,2020,69.605,,8395.09988902412,,20.636
Sub-Saharan Africa,2000,51.6452445598305,,628.872470754492,,6.43551093234137
Sub-Saharan Africa,2005,53.8932697449503,,1063.08564448322,,5.92348756573701
Sub-Saharan Africa,2010,57.1070604462139,,1620.2261656163,,5.98391462400052
Sub-Saharan Africa,2015,59.398721466191,,1628.91285742916,,5.85502520009926
Sub-Saharan Africa,2020,61.1675270829902,,1474.05531054261,,6.803309525677
Sub-Saharan Africa (IDA & IBRD countries),2000,51.6452445598305,,628.872470754492,,6.43551093234137
Sub-Saharan Africa (IDA & IBRD countries),2005,53.8932697449503,,1063.08564448322,,5.92348756573701
Sub-Saharan Africa (IDA & IBRD countries),2010,57.1070604462138,,1620.2261656163,,5.98391462400052
Sub-Saharan Africa (IDA & IBRD countries),2015,59.398721466191,,1628.91285742916,,5.85502520009926
Sub-Saharan Africa (IDA & IBRD countries),2020,61.1675270829902,,1474.05531054261,,6.803309525677
Sub-Saharan Africa (excluding high income),2000,51.6427270637514,,627.981255873972,,6.43551093234137
Sub-Saharan Africa (excluding high income),2005,53.8913312702728,,1061.93915245773,,5.92348756573701
Sub-Saharan Africa (excluding high income),2010,57.1054457787062,,1619.2914568712,,5.98391462400052
Sub-Saharan Africa (excluding high income),2015,59.3973640098273,,1627.66404278518,,5.85502520009926
Sub-Saharan Africa (excluding high income),2020,61.1661735295458,,1472.99671243066,,6.803309525677
Sudan,2000,58.946,,362.116882324219,,15.608
Sudan,2005,57.226,,905.543640136719,,15.546
Sudan,2010,62.979,,1305.63598632813,,15.161
Sudan,2015,64.375,10.0484247207642,1292.37963867188,0.298,14.347
Sudan,2020,65.124,10.0484247207642,577.795227050781,0.264,11.958
Suriname,2000,64.409,,1988.22172925433,,12.983
Suriname,2005,66.997,3.91000008583069,3453.42865937765,0.247,9.263
Suriname,2010,69.626,3.91000008583069,7943.60482816915,0.27,7.15
Suriname,2015,70.567,6.545000195503235,8813.61705392067,0.325,7.22
Suriname,2020,72.321,8.513429701328267,4755.39221710693,0.342,8.76
Sweden,2000,79.6439024390244,,29632.7736101599,,5.466
Sweden,2005,80.5463414634146,27.3500003814697,43378.6152117149,0.616,7.81
Sweden,2010,81.4512195121951,28.6399993896484,52542.8274141037,0.635,8.61
Sweden,2015,82.2048780487805,31.6499996185303,51197.9529341175,0.658,7.432
Sweden,2020,82.3560975609756,42.7141342163086,52653.7565934247,0.729,8.291
Switzerland,2000,79.6804878048781,,38865.021939688,,2.658
Switzerland,2005,81.2365853658537,,56242.8933645639,,4.437
Switzerland,2010,82.2463414634147,31.0,76531.3729407691,0.668,4.808
Switzerland,2015,82.8975609756098,36.9500007629395,83806.4476003837,0.714,4.801
Switzerland,2020,83.0,40.4104690551758,85897.7843338323,0.737,4.817
Syrian Arab Republic,2000,70.856,,1138.1884854278,,9.587
Syrian Arab Republic,2005,72.797,5.30000019073486,1533.90166536568,0.261,8.809
Syrian Arab Republic,2010,73.542,5.815000057220457,2730.61477118949,0.288,8.61
Syrian Arab Republic,2015,63.265,5.815000057220457,847.731631942565,0.232,14.243
Syrian Arab Republic,2020,71.944,5.815000057220457,572.355289831901,0.23,15.191
Tajikistan,2000,63.542,19.8199996948242,136.925716400723,0.185,4.15
Tajikistan,2005,66.531,19.8199996948242,333.927150941684,0.296,3.375
Tajikistan,2010,68.37,19.8199996948242,737.338883219356,0.354,11.542
Tajikistan,2015,69.665,19.8199996948242,956.916310930656,0.372,11.485
Tajikistan,2020,68.605,21.35540135701497,834.311715460625,0.371,12.321
Tanzania,2000,53.244,,401.698150634766,,3.127
Tanzania,2005,57.675,0.930000007152557,483.334869384766,0.109,3.194
Tanzania,2010,61.127,0.481108099222183,736.530151367188,0.097,3.029
Tanzania,2015,63.928,1.2055540233850466,939.127319335938,0.14,2.159
Tanzania,2020,66.771,2.45767259597778,1117.41528320313,0.186,2.781
Thailand,2000,71.205,,2005.97694514234,,2.389
Thailand,2005,72.894,12.9899997711182,2867.70383436062,0.377,1.35
Thailand,2010,75.012,11.9499998092651,4973.86288823778,0.391,0.622
Thailand,2015,76.563,14.4787693023682,5688.85335397884,0.425,0.597
Thailand,2020,77.331,16.1507606506348,6985.64393892574,0.45,1.099
Timor-Leste,2000,58.097,,492.457669429651,,3.477
Timor-Leste,2005,61.272,,487.464555404292,,3.563
Timor-Leste,2010,63.66,5.3600001335144,813.060177250597,0.225,3.301
Timor-Leste,2015,65.326,11.1638116836548,1319.59297370991,0.312,3.678
Timor-Leste,2020,66.919,9.61989831924439,1630.86935439232,0.308,2.782
Togo,2000,54.577,,409.889802792768,,4.174
Togo,2005,55.916,,551.259850017077,,4.157
Togo,2010,57.227,2.63000011444092,704.987164181378,0.164,2.383
Togo,2015,59.22,14.2980508804321,751.052405084336,0.297,2.204
Togo,2020,61.123,7.427969376246124,853.578220263722,0.248,2.225
Tonga,2000,69.635,7.88000011444092,1995.07650349318,0.301,4.12
Tonga,2005,70.56,7.88000011444092,2477.72640915188,0.31,2.571
Tonga,2010,71.319,10.00500011444091,3416.08358065135,0.348,1.513
Tonga,2015,71.851,8.1175000667572,4123.90323993332,0.331,2.024
Tonga,2020,72.379,8.19188916683197,4700.44932800575,0.337,2.699
Trinidad and Tobago,2000,68.629,,6178.58975559687,,12.1
Trinidad and Tobago,2005,70.185,,12346.4373094075,,7.95
Trinidad and Tobago,2010,71.809,10.0164422988892,16815.424737361,0.395,4.033
Trinidad and Tobago,2015,72.882,18.9731769561768,20024.754663902,0.498,2.428
Trinidad and Tobago,2020,72.645,19.0767154693604,15224.5083495616,0.49,4.206
Tunisia,2000,72.604,,2199.04465936314,,14.94
Tunisia,2005,73.712,,3146.8260743927,,12.872
Tunisia,2010,74.438,12.5006351470947,4291.86120891575,0.39,13.049
Tunisia,2015,74.875,14.0937633514404,4014.94773686432,0.405,15.159
Tunisia,2020,75.004,14.80456256866455,3548.65363663803,0.407,17.656
Turkiye,2000,71.931,,4192.44316738494,,6.495
Turkiye,2005,73.51,7.92999982833862,7303.01388860245,0.348,10.636
Turkiye,2010,74.964,11.5299997329712,10622.7020439723,0.41,11.879
